system_id,ligand_ccd_code,cluster,ligand_molecular_weight,ligand_instance_chain,ligand_num_rot_bonds,ligand_tpsa,ligand_num_unique_interactions,ligand_num_heavy_atoms,ligand_is_proper,entry_pdb_id,entry_keywords,ligand_num_rings,ligand_num_pocket_residues,ligand_smiles,num_training_systems_with_similar_ccds,group_key,query_system,target_system,pli_qcov,pli_unique_qcov,pocket_fident,pocket_fident_qcov,pocket_lddt,pocket_lddt_qcov,pocket_qcov,protein_fident_max,protein_fident_qcov_max,protein_fident_qcov_weighted_max,protein_fident_qcov_weighted_sum,protein_fident_weighted_max,protein_fident_weighted_sum,protein_lddt_max,protein_lddt_qcov_max,protein_lddt_qcov_weighted_max,protein_lddt_qcov_weighted_sum,protein_lddt_weighted_max,protein_lddt_weighted_sum,protein_qcov_max,protein_qcov_weighted_max,protein_qcov_weighted_sum,protein_seqsim_max,protein_seqsim_qcov_max,protein_seqsim_qcov_weighted_max,protein_seqsim_qcov_weighted_sum,protein_seqsim_weighted_max,protein_seqsim_weighted_sum,query_ligand_instance_chain,color,shape,sucos_protein,sucos_shape,sucos_protein_pocket_qcov,sucos_protein_pocket_lddt_qcov,sucos_shape_pocket_qcov,sucos_shape_pocket_lddt_qcov,shape_pocket_qcov,shape_pocket_lddt_qcov,color_pocket_qcov,color_pocket_lddt_qcov,target_release_date,release_date_before_cutoff,query_system_pli_qcov,target_system_pli_qcov,pli_qcov_pli_qcov,pli_unique_qcov_pli_qcov,pocket_fident_pli_qcov,pocket_fident_qcov_pli_qcov,pocket_lddt_pli_qcov,pocket_lddt_qcov_pli_qcov,pocket_qcov_pli_qcov,protein_fident_max_pli_qcov,protein_fident_qcov_max_pli_qcov,protein_fident_qcov_weighted_max_pli_qcov,protein_fident_qcov_weighted_sum_pli_qcov,protein_fident_weighted_max_pli_qcov,protein_fident_weighted_sum_pli_qcov,protein_lddt_max_pli_qcov,protein_lddt_qcov_max_pli_qcov,protein_lddt_qcov_weighted_max_pli_qcov,protein_lddt_qcov_weighted_sum_pli_qcov,protein_lddt_weighted_max_pli_qcov,protein_lddt_weighted_sum_pli_qcov,protein_qcov_max_pli_qcov,protein_qcov_weighted_max_pli_qcov,protein_qcov_weighted_sum_pli_qcov,protein_seqsim_max_pli_qcov,protein_seqsim_qcov_max_pli_qcov,protein_seqsim_qcov_weighted_max_pli_qcov,protein_seqsim_qcov_weighted_sum_pli_qcov,protein_seqsim_weighted_max_pli_qcov,protein_seqsim_weighted_sum_pli_qcov,query_ligand_instance_chain_pli_qcov,color_pli_qcov,shape_pli_qcov,sucos_protein_pli_qcov,sucos_shape_pli_qcov,tanimoto_pli_qcov,sucos_protein_pocket_qcov_pli_qcov,sucos_protein_pocket_lddt_qcov_pli_qcov,sucos_shape_pocket_qcov_pli_qcov,sucos_shape_pocket_lddt_qcov_pli_qcov,shape_pocket_qcov_pli_qcov,shape_pocket_lddt_qcov_pli_qcov,color_pocket_qcov_pli_qcov,color_pocket_lddt_qcov_pli_qcov,target_release_date_pli_qcov,release_date_before_cutoff_pli_qcov,num_ligand_chains,num_protein_chains,num_proper_ligand_chains,release_date,sucos_shape_pocket_qcov_2023,topological_tanimoto,morgan_tanimoto,pocket_qcov_alone
7vds__1__1.A__1.E,61U,c1,490.24925245200006,1.E,5,97.54,12,36,True,7vds,TRANSFERASE,5,25,CN1CCC([C@@](C)(O)c2ccc3cnc(Nc4cc(N5CCOCC5)c(C#N)cc4F)cc3n2)CC1,0,7vds__1__1.A__1.E__1.E,7vds__1__1.A__1.E,5vd8__1__1.A__1.B,54.0,33.0,56.0,52.0,88.0,85.0,96.0,21.0,21.0,21.0,21.0,21.0,21.0,69.0,68.0,68.0,68.0,69.0,69.0,99.0,99.0,99.0,36.0,35.0,35.0,35.0,36.0,36.0,1.E,21.19344001702812,63.65023187871234,39.70683989413989,51.45689300905622,38.11856629837429,33.750813910018906,49.39861728869397,43.738359057697785,61.10422260356384,54.10269709690549,20.345702416346995,18.014424014473903,2018-04-04,True,7vds__1__1.A__1.E,4ftn__1__1.A__1.B,85.0,67.0,48.0,40.0,77.0,68.0,84.0,23.0,23.0,23.0,23.0,23.0,23.0,66.0,66.0,66.0,66.0,66.0,66.0,100.0,100.0,100.0,46.0,46.0,46.0,46.0,46.0,46.0,1.E,8.600384220706177,50.53939472625674,32.31395656680954,32.925990703035964,0.3620578778135048,27.14372351612001,21.973490465430487,27.65783219055021,22.38967367806445,42.453091570055655,34.366788413854586,7.224322745393188,5.848261270080201,2012-08-22,True,1,1,1,2022-03-09,100.0,55.1078320090806,24.107142857142858,100.0
8aev__1__1.A__1.G,LWU,c90,366.1560659200901,1.G,7,111.25,11,27,True,8aev,HYDROLASE,3,25,O=C(C[n+]1ccccc1)NNCc1cc(C(O)O)nc(-c2ccccc2)n1,0,8aev__1__1.A__1.G__1.G,8aev__1__1.A__1.G,5fpp__1__1.B__1.H,23.0,27.0,96.0,88.0,98.0,90.0,92.0,88.0,88.0,88.0,88.0,88.0,88.0,97.0,97.0,97.0,97.0,97.0,97.0,100.0,100.0,100.0,92.0,92.0,92.0,92.0,92.0,92.0,1.G,16.29656317434785,58.18379532844329,45.15758885372295,46.37518343017589,41.54498174542511,40.641829968350656,42.66516875576182,41.7376650871583,53.52909170216783,52.36541579559896,14.99283812040002,14.666906856913064,2016-05-11,True,8aev__1__1.A__1.G,5eia__1__1.A__1.E,38.0,45.0,92.0,68.0,96.0,73.0,76.0,88.0,88.0,88.0,88.0,88.0,88.0,97.0,97.0,97.0,97.0,97.0,97.0,100.0,100.0,100.0,92.0,92.0,92.0,92.0,92.0,92.0,1.G,4.508784830084226,40.22417578427339,36.31806208569352,40.50771586709888,0.3167213114754098,27.601727185127075,26.512185322556267,30.785864058995145,29.57063258298217,30.570373596047776,29.363648322519577,3.4266764708640114,3.2914129259614846,2016-01-20,True,1,1,1,2023-06-14,44.09473568477465,21.91323692992213,19.17808219178082,92.0
8h59__1__1.A__1.B,KR9,c1,563.178038908,1.B,8,118.23000000000002,16,41,True,8h59,SIGNALING PROTEIN/INHIBITOR,5,42,CNC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)c1ccc2cncc(-c3cc(OC(F)(F)F)ccc3OC)c2n1,0,8h59__1__1.A__1.B__1.B,8h59__1__1.A__1.B,6dmg__1__1.A__1.E_1.H,41.0,25.0,60.0,52.0,85.0,67.0,79.0,51.0,47.0,47.0,47.0,51.0,51.0,80.0,73.0,73.0,73.0,80.0,80.0,92.0,92.0,92.0,63.0,58.0,58.0,58.0,63.0,63.0,1.B,19.19417050137476,66.12521148797644,43.309508033576535,54.53067925708699,34.21451134652546,29.01737038249628,43.07923661309872,36.53555510224828,52.23891707550139,44.30389169694422,15.163394696086058,12.860094235921087,2018-12-19,True,8h59__1__1.A__1.B,5k4i__1__1.A__1.B_1.C,59.0,38.0,60.0,45.0,85.0,60.0,69.0,49.0,45.0,45.0,45.0,49.0,49.0,82.0,76.0,76.0,76.0,82.0,82.0,92.0,92.0,92.0,62.0,58.0,58.0,58.0,62.0,62.0,1.B,10.828324923086786,58.83069213201413,34.21853524020304,39.54753864830269,0.4287461773700305,23.610789315740096,20.531121144121823,27.287801667328853,23.72852318898161,40.59317757108975,35.29841527920848,7.471544196929882,6.496994953852071,2016-07-06,True,1,1,1,2023-02-08,100.0,49.84443061605476,17.46031746031746,88.0
7fcz__1__2.B__2.D,3IF,c1,441.180089596,2.D,4,100.21,11,33,True,7fcz,IMMUNE SYSTEM/INHIBITOR,5,29,CN1C(=O)[C@@H](NC(=O)c2nnc(Cc3ccccc3)[nH]2)COc2ccc(C#CC3CC3)cc21,0,7fcz__1__2.B__2.D__2.D,7fcz__1__2.B__2.D,5hx6__1__1.A__1.C,82.0,73.0,97.0,97.0,91.0,90.0,97.0,95.0,94.0,94.0,94.0,95.0,95.0,90.0,89.0,89.0,89.0,90.0,90.0,99.0,99.0,99.0,100.0,99.0,99.0,99.0,100.0,100.0,2.D,66.6115949881728,83.56482390278597,0.0,84.24334597620155,0.0,0.0,81.7160455969155,75.8190113785814,81.05787918570239,75.20834151250737,64.61324713852761,59.95043548935552,2016-03-02,True,7fcz__1__2.B__2.D,7atu__1__1.A__1.E,100.0,82.0,55.0,52.0,70.0,65.0,90.0,27.0,25.0,25.0,25.0,27.0,27.0,65.0,61.0,61.0,61.0,65.0,65.0,94.0,94.0,94.0,42.0,40.0,40.0,40.0,42.0,42.0,2.D,31.99439686936534,74.97141369243768,0.0,66.67778625186965,0.6142684401451027,0.0,0.0,60.010007626682686,43.34056106371527,67.47427232319392,48.73141890008449,28.794957182428806,20.79635796508747,2020-12-23,True,1,1,1,2022-01-19,100.0,64.45739257101238,50.63291139240506,97.0
8fcd__1__1.A_1.B__1.C,ZJ2,c32,421.1651082280001,1.C,4,117.73,12,32,True,8fcd,VIRAL PROTEIN,4,28,Cc1cc(/C=C/C#N)cc(C)c1N1CC(=O)Nc2cnc(Nc3ccc(C#N)cc3)nc21,0,8fcd__1__1.A_1.B__1.C__1.C,8fcd__1__1.A_1.B__1.C,3meg__1__1.A_1.B__1.C,64.0,33.0,96.0,89.0,96.0,89.0,93.0,99.0,99.0,99.0,99.0,99.0,99.0,98.0,98.0,98.0,98.0,98.0,98.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,1.C,58.610111352359176,89.51889568599675,51.27301826464439,88.50747823641474,47.68390698611928,45.6329862555335,82.31195475986571,78.77165563040911,83.25257298797699,79.67181716053712,54.50740355769404,52.16299910359967,2010-05-12,True,8fcd__1__1.A_1.B__1.C,3med__1__1.A_1.B__1.C,79.0,50.0,96.0,93.0,97.0,93.0,96.0,100.0,100.0,99.0,100.0,99.0,100.0,98.0,98.0,98.0,98.0,98.0,98.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,1.C,49.1393644676289,88.160890358834,71.75289086990763,77.2562334192067,0.4190064794816415,68.88277523511132,66.7301885090141,74.16598408243843,71.84829707986223,84.63445474448064,81.98962803371562,47.17378988892374,45.69960895489488,2010-05-12,True,1,2,1,2023-02-01,100.0,51.5473032714412,50.70422535211267,96.0
8p3e__1__1.B__1.F,WSI,c337,430.03902026,1.F,6,112.57,8,29,True,8p3e,HYDROLASE,3,19,O=C(Nc1ccc(Cl)cc1)c1cccc(S(=O)(=O)Nc2ccccc2C(=O)O)c1,0,8p3e__1__1.B__1.F__1.F,8p3e__1__1.B__1.F,3ke0__1__1.B__1.T,,,100.0,,99.0,,,100.0,100.0,100.0,100.0,100.0,100.0,97.0,97.0,97.0,97.0,97.0,97.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,1.F,4.128069730271957,41.36359428292268,0.0,23.2277848073905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010-10-27,True,8p3e__1__1.B__1.F,1ogs__1__1.A__1.N,,,100.0,,100.0,,,100.0,100.0,100.0,100.0,100.0,100.0,99.0,99.0,99.0,99.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,1.F,4.47961035999722,41.93248757435841,0.0,21.71956529693332,0.1872822299651567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2003-07-03,True,1,1,1,2024-03-06,0.0,18.72822299651568,5.797101449275362,
7p3v__1__1.B__1.D,5I4,c540,548.0912151279999,1.D,6,132.12,18,37,True,7p3v,ONCOPROTEIN,5,37,Nc1nccc(-c2sc([C@@H]3COCCN3)nc2-c2cccc(NS(=O)(=O)c3cc(F)ccc3F)c2F)n1,0,7p3v__1__1.B__1.D__1.D,7p3v__1__1.B__1.D,4xv2__1__1.B__1.D,70.0,61.0,100.0,86.0,92.0,79.0,86.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,91.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,1.D,63.71702582173615,91.95411928087572,81.61280634532838,84.21646697076791,70.1870134569824,64.47411701280943,72.4261615948604,66.53100890690665,79.08054258155313,72.64375423189183,54.796642206693086,50.33645039917156,2015-10-28,True,7p3v__1__1.B__1.D,4cqe__1__1.A__1.C,75.0,67.0,92.0,78.0,85.0,72.0,78.0,91.0,90.0,90.0,90.0,91.0,91.0,89.0,88.0,88.0,88.0,89.0,89.0,99.0,99.0,99.0,99.0,98.0,98.0,98.0,99.0,99.0,1.D,43.37132012041373,81.5741413674933,80.34805603688415,80.60287802291485,0.7697368421052632,62.67148370876964,57.85060034655658,62.87024485787359,58.03407217649869,63.62783026664477,58.73338178459517,33.82962969392271,31.227350486697883,2014-12-10,True,1,1,1,2021-11-03,100.0,88.16300129366105,51.16279069767442,89.0
8arj__1__1.A__1.B,NRR,c145,439.23721054800006,1.B,5,55.470000000000006,8,33,True,8arj,ANTITUMOR PROTEIN,5,31,CN(C)C=CC(=O)c1ccc2[nH]c3ncc(-c4ccc(N5CCN(C)CC5)cc4)cc3c2c1,0,8arj__1__1.A__1.B__1.B,8arj__1__1.A__1.B,6fu5__1__1.A__1.C,22.0,25.0,45.0,39.0,69.0,55.0,81.0,24.0,23.0,23.0,23.0,24.0,24.0,65.0,61.0,61.0,61.0,65.0,65.0,94.0,94.0,94.0,41.0,38.0,38.0,38.0,41.0,41.0,1.B,23.45243960989881,69.47286697899422,40.04951965917023,63.26673073002297,32.44011092392789,22.02723581254363,51.24605189131861,34.796701901512634,56.27302225298532,38.21007683844682,18.99647608401804,12.898841785444349,2018-04-25,True,8arj__1__1.A__1.B,3vs1__2__1.B__1.H,78.0,75.0,58.0,48.0,77.0,56.0,74.0,36.0,35.0,35.0,35.0,36.0,36.0,71.0,70.0,70.0,70.0,71.0,71.0,98.0,98.0,98.0,52.0,51.0,51.0,51.0,52.0,52.0,1.B,5.43704192114676,63.142830936881175,37.66590323602093,41.376969032083565,0.3978260869565217,27.872768394655484,21.09290581217172,30.61895708374184,23.1711026579668,46.72569489329207,35.359985324653465,4.023411021648602,3.0447434758421856,2013-05-01,True,1,1,1,2022-09-14,100.0,40.64777327935223,26.08695652173913,94.0
7nah__1__1.A__1.C,1OF,c158,688.1163982560901,1.C,10,308.03,14,46,True,7nah,HYDROLASE,6,20,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]2O[C@@H]([n+]3ccc4cc[nH]c(=O)c4c3)[C@H](O)[C@@H]2O)[C@@H](O)[C@H]1O,10,7nah__1__1.A__1.C__1.C,7nah__1__1.A__1.C,6o0q__2__1.B__1.E,27.0,21.0,100.0,85.0,99.0,84.0,85.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,1.C,1.4491921175714078,20.17458146441359,31.67747398372922,9.70726481282076,26.92585288616984,26.609078146332543,8.251175090897645,8.154102442769437,17.14839424475155,16.946648430107413,1.2318132999356963,1.2173213787599824,2019-09-04,True,7nah__1__1.A__1.C,6o0q__2__1.B__1.E,27.0,21.0,100.0,85.0,99.0,84.0,85.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,1.C,1.4491921175714078,20.17458146441359,31.67747398372922,9.70726481282076,0.1351351351351351,26.92585288616984,26.609078146332543,8.251175090897645,8.154102442769437,17.14839424475155,16.946648430107413,1.2318132999356963,1.2173213787599824,2019-09-04,True,1,1,1,2022-03-23,100.0,13.513513513513514,10.975609756097562,85.0
7nai__1__1.A__1.C,1O4,c158,686.1371337000902,1.C,10,301.19,13,46,True,7nai,HYDROLASE,6,22,Nc1cccc2cc[n+]([C@@H]3O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]4O[C@@H](n5cnc6c(N)ncnc65)[C@H](O)[C@@H]4O)[C@@H](O)[C@H]3O)cc12,10,7nai__1__1.A__1.C__1.C,7nai__1__1.A__1.C,6o0q__2__1.B__1.E,27.0,23.0,100.0,77.0,99.0,77.0,77.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,1.C,2.5844252773540792,20.0436605801698,32.10961040262479,10.663287442264792,24.72440001002109,24.72440001002109,8.21073133054389,8.21073133054389,15.433618646730746,15.433618646730746,1.990007463562641,1.990007463562641,2019-09-04,True,7nai__1__1.A__1.C,6o0q__2__1.B__1.E,27.0,23.0,100.0,77.0,99.0,77.0,77.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,1.C,2.5844252773540792,20.0436605801698,32.10961040262479,10.663287442264792,0.1339677891654465,24.72440001002109,24.72440001002109,8.21073133054389,8.21073133054389,15.433618646730746,15.433618646730746,1.990007463562641,1.990007463562641,2019-09-04,True,1,1,1,2022-03-23,100.0,13.396778916544656,11.39240506329114,82.0
7nag__1__1.A__1.C,1QD,c158,797.02288263609,1.C,10,275.17,14,46,True,7nag,HYDROLASE,6,20,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]2O[C@@H]([n+]3ccc4c(I)cccc4c3)[C@H](O)[C@@H]2O)[C@@H](O)[C@H]1O,8710,7nag__1__1.A__1.C__1.C,7nag__1__1.A__1.C,6o0q__1__1.A__1.C,12.0,14.0,100.0,85.0,99.0,84.0,85.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,1.C,1.0092180535680275,19.67798512891732,31.50414939234823,8.643765371221962,26.778526983496,26.46348548957252,7.347200565538667,7.260762911826448,16.72628735957972,16.52950750829055,0.8578353455328234,0.8477431649971431,2019-09-04,True,7nag__1__1.A__1.C,6o0q__2__1.B__1.E,19.0,14.0,100.0,85.0,100.0,85.0,85.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,1.C,1.0024064827899786,19.77991342618722,32.197387029302604,8.59130860925335,0.134173461823573,27.36777897490721,27.36777897490721,7.302612317865347,7.302612317865347,16.812926412259138,16.812926412259138,0.8520455103714818,0.8520455103714818,2019-09-04,True,1,1,1,2022-03-23,100.0,13.4173461823573,11.11111111111111,85.0
7qnn__1__1.A__1.C,E93,c4,348.183778008,1.C,5,44.12,7,26,True,7qnn,OXIDOREDUCTASE,4,28,CCOC(=O)c1cc2cc(-c3ccncc3)ccc2n1CC1CCCC1,0,7qnn__1__1.A__1.C__1.C,7qnn__1__1.A__1.C,2xc3__1__1.A__1.C,50.0,57.0,100.0,93.0,94.0,89.0,93.0,98.0,98.0,98.0,98.0,98.0,98.0,97.0,97.0,97.0,97.0,97.0,97.0,100.0,100.0,100.0,99.0,99.0,99.0,99.0,99.0,99.0,1.C,12.74212621519128,66.20079035822435,42.58317891614302,48.733044891157576,39.60235639201301,37.89902923536729,45.32173174877655,43.37240995313024,61.56673503314865,58.91870341881968,11.85017738012789,11.340492331520238,2010-11-10,True,7qnn__1__1.A__1.C,2yoo__4__1.D__1.L_1.M,75.0,57.0,14.0,11.0,52.0,44.0,68.0,27.0,26.0,26.0,26.0,27.0,27.0,71.0,70.0,70.0,70.0,71.0,71.0,98.0,99.0,99.0,45.0,45.0,45.0,45.0,45.0,45.0,1.C,9.934646705466434,60.76038010012748,31.23175636929861,48.32157867789471,0.4448917966784096,21.237594331123056,13.741972802491388,32.85867350096841,21.26149461827368,41.317058468086685,26.73456724405609,6.755559759717176,4.371244550405232,2013-02-27,True,1,1,1,2022-12-28,100.0,33.605947955390334,18.181818181818183,93.0
8qnh__1__1.A__1.B,Z3N,c98,537.271545368,1.B,5,54.26,9,39,True,8qnh,LIGASE,6,35,CC1CC(c2cccc(N3Cc4c(cc(CN5CCC[C@H](C)C5)cc4C(F)(F)F)C3=O)c2)(c2nncn2C)C1,0,8qnh__1__1.A__1.B__1.B,8qnh__1__1.A__1.B,3bun__3__1.B__1.A,,,80.0,17.0,60.0,12.0,17.0,83.0,66.0,66.0,66.0,83.0,83.0,88.0,70.0,70.0,70.0,88.0,88.0,79.0,79.0,79.0,88.0,70.0,70.0,70.0,88.0,88.0,1.B,1.275708574528732,42.95623093415392,0.0,39.32336019934765,0.0,0.0,6.6849712338891,4.718803223921717,7.302559258806167,5.15474771209847,0.2168704576698844,0.1530850289434478,2008-02-26,True,8qnh__1__1.A__1.B,5o76__2__1.C__1.D,0.0,11.0,97.0,14.0,65.0,10.0,14.0,83.0,82.0,82.0,82.0,83.0,83.0,83.0,82.0,82.0,82.0,83.0,83.0,99.0,99.0,99.0,90.0,89.0,89.0,89.0,90.0,90.0,1.B,0.3379077073798636,39.31976889655857,0.0,35.06777110905499,0.3920863309352518,0.0,0.0,4.909487955267699,3.506777110905499,5.504767645518201,3.931976889655857,0.0473070790331809,0.0337907707379863,2017-11-01,True,1,1,1,2023-11-22,83.97932813600674,35.461872287662736,12.686567164179104,17.0
7u1m__1__1.A__1.D,KYF,c983,389.157326228,1.D,4,54.46,5,27,True,7u1m,TRANSFERASE/INHIBITOR,5,23,CC(C)(NC(=O)O[C@@H]1CN2CCC1CC2)c1csc(-c2ccc(F)cc2)n1,0,7u1m__1__1.A__1.D__1.D,7u1m__1__1.A__1.D,7k3d__1__1.A__1.D,40.0,40.0,100.0,87.0,94.0,82.0,87.0,100.0,100.0,100.0,100.0,100.0,100.0,96.0,96.0,96.0,96.0,96.0,96.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,1.D,3.211497408029084,49.59844689023622,37.86998946866711,50.53600658853941,32.94689083774038,31.053391364307025,43.96632573202928,41.43952540260232,43.15064879450551,40.670726449993694,2.794002744985303,2.6334278745838486,2021-04-14,True,7u1m__1__1.A__1.D,6kdq__1__1.A_1.C__1.C_1.E,100.0,100.0,100.0,78.0,94.0,74.0,78.0,100.0,100.0,100.0,100.0,100.0,100.0,96.0,95.0,95.0,95.0,96.0,96.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,1.D,2.01291530449672,45.9373946391109,26.946661209574163,36.39512551850489,0.3587736464448793,21.01839574346785,19.94052929508488,28.388197904433817,26.93239288369362,35.8311678185065,33.993672032942065,1.5700739375074415,1.489557325327573,2020-07-08,True,1,1,1,2022-12-14,100.0,27.29340409401061,11.50442477876106,96.0
7vl3__1__1.A__1.C,7OL,c65,256.094688232,1.C,3,99.38,12,18,True,7vl3,TRANSFERASE,2,20,OC[C@H]1O[C@H](Oc2ccccc2)[C@H](O)[C@@H](O)[C@@H]1O,19,7vl3__1__1.A__1.C__1.C,7vl3__1__1.A__1.C,5juv__1__1.A__1.E_1.L,8.0,33.0,15.0,15.0,36.0,25.0,50.0,20.0,12.0,12.0,12.0,20.0,20.0,59.0,35.0,35.0,35.0,59.0,59.0,59.0,59.0,59.0,38.0,23.0,23.0,23.0,38.0,38.0,1.C,15.035013622346794,69.78833153983577,20.762090963695893,52.48715729041282,10.381045481847949,5.190522740923973,26.24357864520641,13.121789322603206,34.89416576991788,17.44708288495894,7.517506811173397,3.7587534055866985,2017-04-19,True,7vl3__1__1.A__1.C,1xc6__1__1.A__1.I,8.0,25.0,25.0,20.0,33.0,22.0,40.0,20.0,12.0,12.0,12.0,20.0,20.0,61.0,35.0,35.0,35.0,61.0,61.0,58.0,58.0,58.0,38.0,22.0,22.0,22.0,38.0,38.0,1.C,14.68147353921514,63.82972742527579,1.1666919634773132,38.51711167011794,0.5418994413407822,0.4666767853909253,0.2566722319650089,15.406844668047178,8.473764567425947,25.53189097011032,14.042540033560677,5.872589415686057,3.2299241786273307,2004-11-02,True,1,1,1,2022-03-09,100.0,50.50335570469798,46.15384615384615,50.0
7vl6__1__1.A__1.C,7OQ,c65,272.08960285200004,1.C,3,119.61,11,19,True,7vl6,TRANSFERASE,2,22,OC[C@H]1O[C@@H](Oc2ccc(O)cc2)[C@H](O)[C@@H](O)[C@@H]1O,9,7vl6__1__1.A__1.C__1.C,7vl6__1__1.A__1.C,5ihr__1__1.A__1.E,8.0,18.0,18.0,18.0,38.0,26.0,50.0,20.0,12.0,12.0,12.0,20.0,20.0,58.0,35.0,35.0,35.0,58.0,58.0,60.0,60.0,60.0,38.0,23.0,23.0,23.0,38.0,38.0,1.C,19.95225144053279,74.25271201211807,32.566429739647646,52.07393548546989,16.283214869823823,8.467271732308388,26.036967742734944,13.539223226222171,37.12635600605904,19.30570512315069,9.976125720266396,5.187585374538526,2017-04-19,True,7vl6__1__1.A__1.C,1xc6__1__1.A__1.I,8.0,18.0,27.0,23.0,37.0,24.0,41.0,20.0,12.0,12.0,12.0,20.0,20.0,60.0,36.0,36.0,36.0,60.0,60.0,60.0,60.0,60.0,38.0,23.0,23.0,23.0,38.0,38.0,1.C,21.506570857035577,61.22070211745043,1.2423893373399664,43.96527543948354,0.531021897810219,0.5093796283093862,0.2981734409615919,18.02576293018825,10.55166610547605,25.10048786815468,14.692968508188102,8.817694051384587,5.161577005688538,2004-11-02,True,1,1,1,2022-03-09,100.0,49.58813838550248,45.0,50.0
7vl2__1__1.A__1.C,BW3,c65,208.094688232,1.C,3,99.38,10,14,True,7vl2,TRANSFERASE,1,20,CCO[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,5990,7vl2__1__1.A__1.C__1.C,7vl2__1__1.A__1.C,4iug__1__1.A__1.KA_1.O,9.0,30.0,25.0,25.0,36.0,27.0,45.0,20.0,12.0,12.0,12.0,20.0,20.0,60.0,35.0,35.0,35.0,60.0,60.0,59.0,59.0,59.0,38.0,23.0,23.0,23.0,38.0,38.0,1.C,28.90517289154429,83.34947101202769,2.287978629094599,56.376962299225816,1.0295903830925694,0.6177542298555417,25.369633034651617,15.221779820790973,37.50726195541246,22.50435717324748,13.007327801194933,7.804396680716959,2013-07-31,True,7vl2__1__1.A__1.C,1xc6__1__1.A__1.I,9.0,30.0,30.0,25.0,36.0,26.0,45.0,21.0,13.0,13.0,13.0,21.0,21.0,57.0,34.0,34.0,34.0,57.0,57.0,60.0,60.0,60.0,39.0,23.0,23.0,23.0,39.0,39.0,1.C,25.444243162345725,81.1390546631793,1.6454139145824478,53.51387527089776,0.8410404624277457,0.7404362615621015,0.4278076177914364,24.08124387190399,13.913607570433417,36.51257459843068,21.09615421242662,11.449909423055576,6.615503222209888,2004-11-02,True,1,1,1,2022-03-09,100.0,84.10404624277457,50.0,45.0
